first_name,last_name,age,phone_number,set_id,theme,subtheme,year,name,pieces,us_price,image_url,quantity,theme_id
Christian,Ortiviz Madrid,41,434-555-8176,70337,Nexo Knights,Ultimate,2018,Ultimate Lance,75,9.99,NA,1,605
Christian,Ortiviz Madrid,41,434-555-8176,41111,Friends,Party,2018,Party Train,109,9.99,http://images.brickset.com/sets/images/41111-1.jpg,1,494
Christian,Ortiviz Madrid,41,434-555-8176,70334,Nexo Knights,Ultimate,2018,Ultimate Beast Master,65,9.99,http://images.brickset.com/sets/images/70334-1.jpg,2,605
Jeffrey,Cervantes,61,859-555-4454,70601,Ninjago,Skybound,2018,Sky Shark,221,19.99,http://images.brickset.com/sets/images/70601-1.jpg,1,435
Jeffrey,Cervantes,61,859-555-4454,75125,Star Wars,MicroFighters,2018,Resistance X-wing Fighter,87,9.99,http://images.brickset.com/sets/images/75125-1.jpg,1,184
Jeffrey,Cervantes,61,859-555-4454,41118,Friends,NA,2018,Heartlake Supermarket,313,29.99,http://images.brickset.com/sets/images/41118-1.jpg,1,494
Jeffrey,Cervantes,61,859-555-4454,60129,City,Police,2018,Police Patrol Boat,200,49.99,http://images.brickset.com/sets/images/60129-1.jpg,1,61
Meagan,Burke,22,316-555-5143,70600,Ninjago,Skybound,2018,Ninja Bike Chase,231,19.99,http://images.brickset.com/sets/images/70600-1.jpg,1,435
Meagan,Burke,22,316-555-5143,41141,Disney Princess,Palace Pets,2018,Pumpkin's Royal Carriage,79,9.99,http://images.brickset.com/sets/images/41141-1.jpg,1,579
Meagan,Burke,22,316-555-5143,71303,Bionicle,Companions,2018,Ikir - Creature of Fire,77,9.99,http://images.brickset.com/sets/images/71303-1.jpg,1,324
Meagan,Burke,22,316-555-5143,5004612,Gear,Watches/Clocks,2018,Lucy Wyldstyle Minifigure Link Watch,NA,24.99,http://images.brickset.com/sets/images/5004612-1.jpg,1,501
Dakotah,Baca,30,979-555-1121,21127,Minecraft,Minifig-scale,2018,The Fortress,NA,109.99,http://images.brickset.com/sets/images/21127-1.jpg,1,577
Dakotah,Baca,30,979-555-1121,60129,City,Police,2018,Police Patrol Boat,200,49.99,http://images.brickset.com/sets/images/60129-1.jpg,1,61
Elaine,Richa,37,246-555-8048,70313,Nexo Knights,NA,2018,Moltor's Lava Smasher,187,19.99,http://images.brickset.com/sets/images/70313-1.jpg,2,605
Chisa,Pomeroy,39,617-555-1805,75129,Star Wars,MicroFighters,2018,Wookiee Gunship,84,9.99,http://images.brickset.com/sets/images/75129-1.jpg,1,182
Chisa,Pomeroy,39,617-555-1805,5004612,Gear,Watches/Clocks,2018,Lucy Wyldstyle Minifigure Link Watch,NA,24.99,http://images.brickset.com/sets/images/5004612-1.jpg,2,501
Trevor,Calderon-Nava,47,778-555-6609,76048,Marvel Super Heroes,Avengers Assemble,2018,Iron Skull Sub Attack,335,29.99,http://images.brickset.com/sets/images/76048-1.jpg,3,487
Trevor,Calderon-Nava,47,778-555-6609,41176,Elves,NA,2018,The Secret Market Place,691,59.99,http://images.brickset.com/sets/images/41176-1.jpg,1,600
Senay,Hildreth,30,607-555-8247,31041,Creator,NA,2018,Construction Vehicles,64,4.99,http://images.brickset.com/sets/images/31041-1.jpg,3,22
Senay,Hildreth,30,607-555-8247,75140,Star Wars,The Force Awakens,2018,Resistance Troop Transporter,646,69.99,http://images.brickset.com/sets/images/75140-1.jpg,2,184
Senay,Hildreth,30,607-555-8247,70327,Nexo Knights,NA,2018,The King's Mech,375,29.99,http://images.brickset.com/sets/images/70327-1.jpg,1,605
Senay,Hildreth,30,607-555-8247,71309,Bionicle,Toa,2018,Onua - Uniter of Earth,143,19.99,http://images.brickset.com/sets/images/71309-1.jpg,2,324
Shadae,Chidel,20,406-555-0853,71233,Dimensions,Fun Pack,2018,Fun Pack: Stay Puft,65,14.99,http://images.brickset.com/sets/images/71233-1.jpg,2,604
Shadae,Chidel,20,406-555-0853,41141,Disney Princess,Palace Pets,2018,Pumpkin's Royal Carriage,79,9.99,http://images.brickset.com/sets/images/41141-1.jpg,1,579
Vanessa,Mantey,42,NA,41557,Mixels,Series 7,2018,Camillot,64,4.99,http://images.brickset.com/sets/images/41557-1.jpg,1,587
Vanessa,Mantey,42,NA,31050,Creator,NA,2018,Corner Deli,467,39.99,http://images.brickset.com/sets/images/31050-1.jpg,2,22
Vanessa,Mantey,42,NA,76049,Marvel Super Heroes,Avengers Assemble,2018,Avenjet Space Mission,523,59.99,http://images.brickset.com/sets/images/76049-1.jpg,1,487
Vanessa,Mantey,42,NA,41110,Friends,Party,2018,Birthday Party,191,19.99,http://images.brickset.com/sets/images/41110-1.jpg,1,494
Mitchell,Olivo,41,345-555-9053,41576,Mixels,Series 9,2018,Spinza,60,4.99,NA,1,589
Mitchell,Olivo,41,345-555-9053,76055,DC Comics Super Heroes,Batman,2018,Batman: Killer Croc Sewer Smash,759,79.99,http://images.brickset.com/sets/images/76055-1.jpg,1,484
Hanibal,Vera,54,206-555-3697,75118,Star Wars,Buildable Figures,2018,Captain Phasma,82,24.99,http://images.brickset.com/sets/images/75118-1.jpg,2,184
Holly,Klingelsmith,33,NA,41564,Mixels,Series 8,2018,Aquad,70,4.99,http://images.brickset.com/sets/images/41564-1.jpg,4,588
Holly,Klingelsmith,33,NA,41562,Mixels,Series 7,2018,Trumpsy,54,4.99,http://images.brickset.com/sets/images/41562-1.jpg,1,587
Mason,Perez,32,403-555-2627,10819,Duplo,NA,2018,My First Garden,25,19.99,http://images.brickset.com/sets/images/10819-1.jpg,3,NA
Mason,Perez,32,403-555-2627,41558,Mixels,Series 7,2018,Mixadel,63,4.99,http://images.brickset.com/sets/images/41558-1.jpg,1,587
Jose,Downing,53,415-555-4797,75147,Star Wars,Original Content,2018,Star Scavenger,558,49.99,http://images.brickset.com/sets/images/75147-1.jpg,1,170
Jose,Downing,53,415-555-4797,71301,Bionicle,Companions,2018,Ketar - Creature of Stone,80,9.99,http://images.brickset.com/sets/images/71301-1.jpg,1,324
Jordan,O'Boyle,28,880-555-9695,21026,Architecture,Skylines,2018,Venice,212,29.99,http://images.brickset.com/sets/images/21026-1.jpg,1,253
Jordan,O'Boyle,28,880-555-9695,70320,Nexo Knights,NA,2018,Aaron Fox's Aero-Striker V2,301,29.99,http://images.brickset.com/sets/images/70320-1.jpg,2,605
Justin,Hiner,23,212-555-7274,75138,Star Wars,Episode V,2018,Hoth Attack,233,24.99,http://images.brickset.com/sets/images/75138-1.jpg,1,169
Brianna,Biery,20,443-555-5650,10804,Duplo,NA,2018,Jungle,86,49.99,http://images.brickset.com/sets/images/10804-1.jpg,2,504
Brianna,Biery,20,443-555-5650,41113,Friends,Party,2018,Party Gift Shop,52,4.99,http://images.brickset.com/sets/images/41113-1.jpg,1,494
Sergey,Lapp,56,802-555-5261,10803,Duplo,NA,2018,Arctic,40,29.99,http://images.brickset.com/sets/images/10803-1.jpg,1,504
Sergey,Lapp,56,802-555-5261,75147,Star Wars,Original Content,2018,Star Scavenger,558,49.99,http://images.brickset.com/sets/images/75147-1.jpg,1,170
Allison,English,20,308-555-8064,70311,Nexo Knights,NA,2018,Chaos Catapult,93,9.99,http://images.brickset.com/sets/images/70311-1.jpg,1,605
Isabel,Garrison,38,561-555-4014,853555,Gear,Stationery,2018,Campsite Scrapbook,NA,14.99,http://images.brickset.com/sets/images/853555-1.jpg,1,NA
Isabel,Garrison,38,561-555-4014,70310,Nexo Knights,NA,2018,Knighton Battle Blaster,76,9.99,http://images.brickset.com/sets/images/70310-1.jpg,1,605
Isabel,Garrison,38,561-555-4014,41174,Elves,NA,2018,The Starlight Inn,343,29.99,http://images.brickset.com/sets/images/41174-1.jpg,1,600
Rachelle,Henderson,50,636-555-3458,41570,Mixels,Series 8,2018,Skrubz,68,4.99,http://images.brickset.com/sets/images/41570-1.jpg,1,588
Eden,Morgan,47,882-555-5047,10808,Duplo,NA,2018,Little Plane,13,9.99,http://images.brickset.com/sets/images/10808-1.jpg,2,504
Eden,Morgan,47,882-555-5047,21128,Minecraft,Minifig-scale,2018,The Village,NA,199.99,NA,1,577
Eden,Morgan,47,882-555-5047,60106,City,Fire,2018,Fire Starter Set,90,9.99,http://images.brickset.com/sets/images/60106-1.jpg,2,58
Emilie,Ellis,33,806-555-3409,70324,Nexo Knights,NA,2018,Merlok's Library 2.0,288,24.99,http://images.brickset.com/sets/images/70324-1.jpg,1,605
Emilie,Ellis,33,806-555-3409,70315,Nexo Knights,NA,2018,Clay's Rumble Blade,367,39.99,http://images.brickset.com/sets/images/70315-1.jpg,1,605
Emilie,Ellis,33,806-555-3409,70330,Nexo Knights,Ultimate,2018,Ultimate Clay,72,9.99,http://images.brickset.com/sets/images/70330-1.jpg,2,605
Emilie,Ellis,33,806-555-3409,853506,Gear,Role-Play toys,2018,NK Shield Standard,NA,12.99,http://images.brickset.com/sets/images/853506-1.jpg,1,NA
Seth,Foley,24,NA,41558,Mixels,Series 7,2018,Mixadel,63,4.99,http://images.brickset.com/sets/images/41558-1.jpg,2,587
Seth,Foley,24,NA,76065,Marvel Super Heroes,Mighty Micros,2018,Captain America vs. Red Skull,95,9.99,http://images.brickset.com/sets/images/76065-1.jpg,1,482
Seth,Foley,24,NA,853570,City,Police,2018,Police Accessory Set,26,14.99,http://images.brickset.com/sets/images/853570-1.jpg,2,NA
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Seth,Foley,24,NA,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Sara,Siegwarth,30,214-555-6861,41113,Friends,Party,2018,Party Gift Shop,52,4.99,http://images.brickset.com/sets/images/41113-1.jpg,1,494
Sara,Siegwarth,30,214-555-6861,853555,Gear,Stationery,2018,Campsite Scrapbook,NA,14.99,http://images.brickset.com/sets/images/853555-1.jpg,1,NA
Siria,Vorwald,28,716-555-2704,71300,Bionicle,companions,2018,Uxar - Creature of Jungle,89,9.99,http://images.brickset.com/sets/images/71300-1.jpg,1,324
Siria,Vorwald,28,716-555-2704,31043,Creator,NA,2018,Chopper Transporter,124,9.99,http://images.brickset.com/sets/images/31043-1.jpg,1,22
Blake,Serota,44,952-555-3416,5005059,Gear,Video Games/PS3,2018,Marvel Avengers PS3 Video Game,NA,49.99,http://images.brickset.com/sets/images/5005059-1.jpg,1,NA
Blake,Serota,44,952-555-3416,75126,Star Wars,MicroFighters,2018,First Order Snowspeeder,91,9.99,http://images.brickset.com/sets/images/75126-1.jpg,1,184
Blake,Serota,44,952-555-3416,853572,Gear,Key Chains/Miscellaneous,2018,Bumble Bee Key Chain,NA,5.99,http://images.brickset.com/sets/images/853572-1.jpg,1,NA
Lavie,Faulkner,41,718-555-0575,71316,Bionicle,Reboot Villains,2018,Umarak the Destroyer,191,24.99,NA,2,324
Lavie,Faulkner,41,718-555-0575,75824,The Angry Birds Movie,NA,2018,Pig City Teardown,386,39.99,http://images.brickset.com/sets/images/75824-1.jpg,1,606
Lavie,Faulkner,41,718-555-0575,70592,Ninjago,Rise of the Villains,2018,Salvage M.E.C.,439,39.99,http://images.brickset.com/sets/images/70592-1.jpg,1,435
Brianna,Prisbrey,28,580-555-3606,76044,DC Comics Super Heroes,Batman v Superman: Dawn of Justice,2018,Clash of the Heroes,92,12.99,http://images.brickset.com/sets/images/76044-1.jpg,1,482
Brianna,Prisbrey,28,580-555-3606,10804,Duplo,NA,2018,Jungle,86,49.99,http://images.brickset.com/sets/images/10804-1.jpg,1,504
Brianna,Prisbrey,28,580-555-3606,71234,Dimensions,Fun Pack,2018,Fun Pack: Sensei Wu,58,14.99,http://images.brickset.com/sets/images/71234-1.jpg,1,604
Da Som,Roskam,36,441-555-9959,70333,Nexo Knights,Ultimate,2018,Ultimate Robin,75,9.99,http://images.brickset.com/sets/images/70333-1.jpg,1,605
Da Som,Roskam,36,441-555-9959,853570,City,Police,2018,Police Accessory Set,26,14.99,http://images.brickset.com/sets/images/853570-1.jpg,1,NA
Alina,Calerich,22,480-555-5897,41116,Friends,NA,2018,Olivia's Exploration Car,185,14.99,http://images.brickset.com/sets/images/41116-1.jpg,1,494
Alina,Calerich,22,480-555-5897,41176,Elves,NA,2018,The Secret Market Place,691,59.99,http://images.brickset.com/sets/images/41176-1.jpg,1,600
Alina,Calerich,22,480-555-5897,60130,City,Police,2018,Prison Island,754,89.99,http://images.brickset.com/sets/images/60130-1.jpg,1,61
Alina,Calerich,22,480-555-5897,853551,Gear,Key Chains/Friends,2018,Olivia Key Chain,NA,5.99,http://images.brickset.com/sets/images/853551-1.jpg,1,NA
Alina,Calerich,22,480-555-5897,71308,Bionicle,Toa,2018,Tahu - Uniter of Fire,132,19.99,http://images.brickset.com/sets/images/71308-1.jpg,1,324
Ursula,Goyen,33,973-555-5517,70605,Ninjago,Skybound,2018,Misfortune's Keep,754,79.99,http://images.brickset.com/sets/images/70605-1.jpg,2,435
Ursula,Goyen,33,973-555-5517,853555,Gear,Stationery,2018,Campsite Scrapbook,NA,14.99,http://images.brickset.com/sets/images/853555-1.jpg,1,NA
Ursula,Goyen,33,973-555-5517,70323,Nexo Knights,NA,2018,Jestro's Volcano Lair,1186,119.99,http://images.brickset.com/sets/images/70323-1.jpg,1,605
Ursula,Goyen,33,973-555-5517,41171,Elves,NA,2018,Emily Jones & the Baby Wind Dragon,80,9.99,http://images.brickset.com/sets/images/41171-1.jpg,1,600
Ashley,Bletcher,61,567-555-1984,41561,Mixels,Series 7,2018,Tapsy,57,4.99,http://images.brickset.com/sets/images/41561-1.jpg,2,587
Ashley,Bletcher,61,567-555-1984,10803,Duplo,NA,2018,Arctic,40,29.99,http://images.brickset.com/sets/images/10803-1.jpg,1,504
Ashley,Bletcher,61,567-555-1984,76044,DC Comics Super Heroes,Batman v Superman: Dawn of Justice,2018,Clash of the Heroes,92,12.99,http://images.brickset.com/sets/images/76044-1.jpg,2,482
Jackson,Dominguez,40,NA,70313,Nexo Knights,NA,2018,Moltor's Lava Smasher,187,19.99,http://images.brickset.com/sets/images/70313-1.jpg,2,605
Jackson,Dominguez,40,NA,21127,Minecraft,Minifig-scale,2018,The Fortress,NA,109.99,http://images.brickset.com/sets/images/21127-1.jpg,1,577
Jackson,Dominguez,40,NA,41569,Mixels,Series 8,2018,Surgeo,63,4.99,http://images.brickset.com/sets/images/41569-1.jpg,2,588
Jackson,Dominguez,40,NA,41118,Friends,NA,2018,Heartlake Supermarket,313,29.99,http://images.brickset.com/sets/images/41118-1.jpg,1,494
Jackson,Dominguez,40,NA,70339,Nexo Knights,Ultimate,2018,Ultimate Flama,67,9.99,NA,3,605
Jackson,Dominguez,40,NA,41573,Mixels,Series 9,2018,Sweepz,61,4.99,NA,1,589
Jackson,Dominguez,40,NA,853572,Gear,Key Chains/Miscellaneous,2018,Bumble Bee Key Chain,NA,5.99,http://images.brickset.com/sets/images/853572-1.jpg,2,NA
India,Rudy,39,NA,10803,Duplo,NA,2018,Arctic,40,29.99,http://images.brickset.com/sets/images/10803-1.jpg,1,504
India,Rudy,39,NA,41565,Mixels,Series 8,2018,Hydro,70,4.99,http://images.brickset.com/sets/images/41565-1.jpg,2,588
India,Rudy,39,NA,71228,Dimensions,Level Pack,2018,Level Pack: Ghostbusters,115,29.99,http://images.brickset.com/sets/images/71228-1.jpg,1,604
India,Rudy,39,NA,70321,Nexo Knights,NA,2018,General Magmar's Siege Machine of Doom,516,49.99,http://images.brickset.com/sets/images/70321-1.jpg,2,605
India,Rudy,39,NA,75131,Star Wars,The Force Awakens,2018,Resistance Trooper Battle Pack,112,12.99,http://images.brickset.com/sets/images/75131-1.jpg,1,184
Alex,Martin,32,612-555-6849,75826,The Angry Birds Movie,NA,2018,King Pig's Castle,859,89.99,http://images.brickset.com/sets/images/75826-1.jpg,2,606
Alex,Martin,32,612-555-6849,70593,Ninjago,Skybound,2018,The Green NRG Dragon,567,49.99,http://images.brickset.com/sets/images/70593-1.jpg,1,435
Carolane,Levosky,37,732-555-0913,853555,Gear,Stationery,2018,Campsite Scrapbook,NA,14.99,http://images.brickset.com/sets/images/853555-1.jpg,4,NA
Carolane,Levosky,37,732-555-0913,41580,Mixels,Series 9,2018,Myke,63,4.99,NA,1,589
Carolane,Levosky,37,732-555-0913,75138,Star Wars,Episode V,2018,Hoth Attack,233,24.99,http://images.brickset.com/sets/images/75138-1.jpg,2,169
Tristin,Marcy,39,NA,41571,Mixels,Series 8,2018,Tuth,67,4.99,http://images.brickset.com/sets/images/41571-1.jpg,1,588
Tristin,Marcy,39,NA,70315,Nexo Knights,NA,2018,Clay's Rumble Blade,367,39.99,http://images.brickset.com/sets/images/70315-1.jpg,2,605
Tristin,Marcy,39,NA,42044,Technic,NA,2018,Display Team Jet,113,12.99,http://images.brickset.com/sets/images/42044-1.jpg,1,1
Tristin,Marcy,39,NA,30446,DC Comics Super Heroes,Batman v Superman: Dawn of Justice,2018,The Batmobile,63,3.99,http://images.brickset.com/sets/images/30446-1.jpg,1,484
Tristin,Marcy,39,NA,5005058,Gear,Video Games/Wii U,2018,Marvel Avengers Wii U Video Game,NA,49.99,http://images.brickset.com/sets/images/5005058-1.jpg,3,NA
Aaron,Bruner,18,914-555-5003,60111,City,Fire,2018,Fire Utility Truck,368,39.99,http://images.brickset.com/sets/images/60111-1.jpg,4,58
Aaron,Bruner,18,914-555-5003,71300,Bionicle,companions,2018,Uxar - Creature of Jungle,89,9.99,http://images.brickset.com/sets/images/71300-1.jpg,1,324
Aaron,Bruner,18,914-555-5003,75137,Star Wars,Episode V,2018,Carbon-Freezing Chamber,231,24.99,http://images.brickset.com/sets/images/75137-1.jpg,2,169
Dominic,Mayo,34,936-555-0956,853543,Ninjago,NA,2018,Ninjago Party Set,70,7.99,http://images.brickset.com/sets/images/853543-1.jpg,2,NA
Michael,Donner,18,432-555-3069,71241,Dimensions,Fun Pack,2018,Fun Pack: Slimer,33,14.99,http://images.brickset.com/sets/images/71241-1.jpg,2,604
Michael,Donner,18,432-555-3069,10803,Duplo,NA,2018,Arctic,40,29.99,http://images.brickset.com/sets/images/10803-1.jpg,1,504
Michael,Donner,18,432-555-3069,5005060,Gear,Video Games/3DS,2018,Marvel Avengers Nintendo 3DS Video Game,NA,29.99,http://images.brickset.com/sets/images/5005060-1.jpg,1,NA
Elyssa,Nelson,26,815-555-4287,41069,Disney Princess,Palace Pets,2018,Treasure's Day at the Pool,70,5.99,http://images.brickset.com/sets/images/41069-1.jpg,1,579
Elyssa,Nelson,26,815-555-4287,41121,Friends,Adventure Camp,2018,Adventure Camp Rafting,320,29.99,http://images.brickset.com/sets/images/41121-1.jpg,1,494
Francisco,Smith,34,229-555-6673,60127,City,Police,2018,Prison Island Starter Set,92,9.99,http://images.brickset.com/sets/images/60127-1.jpg,1,61
Francisco,Smith,34,229-555-6673,42046,Technic,NA,2018,Getaway Racer,170,19.99,http://images.brickset.com/sets/images/42046-1.jpg,1,1
Saige,Dugger,27,406-555-4946,60108,City,Fire,2018,Fire Response Unit,257,39.99,http://images.brickset.com/sets/images/60108-1.jpg,1,58
Saige,Dugger,27,406-555-4946,10816,Duplo,NA,2018,My First Cars and Trucks,36,19.99,http://images.brickset.com/sets/images/10816-1.jpg,2,NA
Saige,Dugger,27,406-555-4946,41171,Elves,NA,2018,Emily Jones & the Baby Wind Dragon,80,9.99,http://images.brickset.com/sets/images/41171-1.jpg,1,600
Saige,Dugger,27,406-555-4946,70320,Nexo Knights,NA,2018,Aaron Fox's Aero-Striker V2,301,29.99,http://images.brickset.com/sets/images/70320-1.jpg,1,605
Saige,Dugger,27,406-555-4946,70330,Nexo Knights,Ultimate,2018,Ultimate Clay,72,9.99,http://images.brickset.com/sets/images/70330-1.jpg,1,605
Taylor,Bruder,56,409-555-7986,10819,Duplo,NA,2018,My First Garden,25,19.99,http://images.brickset.com/sets/images/10819-1.jpg,2,NA
Taylor,Bruder,56,409-555-7986,75133,Star Wars,Battlefront,2018,Rebel Alliance Battle Pack,101,12.99,http://images.brickset.com/sets/images/75133-1.jpg,2,158
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Keyana,Lafay,52,786-555-6090,21027,Architecture,Skylines,2018,Berlin,289,29.99,http://images.brickset.com/sets/images/21027-1.jpg,1,253
Keyana,Lafay,52,786-555-6090,70601,Ninjago,Skybound,2018,Sky Shark,221,19.99,http://images.brickset.com/sets/images/70601-1.jpg,1,435
Keyana,Lafay,52,786-555-6090,41576,Mixels,Series 9,2018,Spinza,60,4.99,NA,2,589
Kaitlyn,Engel,27,440-555-1127,71307,Bionicle,Toa,2018,Gali - Uniter of Water,87,14.99,http://images.brickset.com/sets/images/71307-1.jpg,3,324
Kaitlyn,Engel,27,440-555-1127,41571,Mixels,Series 8,2018,Tuth,67,4.99,http://images.brickset.com/sets/images/41571-1.jpg,2,588
